REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,1/24/2018 22:30,8853.45,81.76,TRADE
NSW1,1/24/2018 23:00,8565.66,83.65,TRADE
NSW1,1/24/2018 23:30,8252.71,75.26,TRADE
NSW1,1/25/2018 0:00,8032.02,71.53,TRADE
NSW1,1/25/2018 0:30,7816.35,83.59,TRADE
NSW1,1/25/2018 1:00,7547.29,70.88,TRADE
NSW1,1/25/2018 1:30,7247.24,73.23,TRADE
NSW1,1/25/2018 2:00,7098.21,82.07,TRADE
NSW1,1/25/2018 2:30,6930.7,80.81,TRADE
NSW1,1/25/2018 3:00,6873.25,85.7,TRADE
NSW1,1/25/2018 3:30,6824.58,83.2,TRADE
NSW1,1/25/2018 4:00,6908.03,86.48,TRADE
NSW1,1/25/2018 4:30,7100.06,88.31,TRADE
NSW1,1/25/2018 5:00,7293.38,90.97,TRADE
NSW1,1/25/2018 5:30,7705.93,84.45,TRADE
NSW1,1/25/2018 6:00,8001.49,68.75,TRADE
NSW1,1/25/2018 6:30,8416.72,69.99,TRADE
NSW1,1/25/2018 7:00,8798.58,90.33,TRADE
NSW1,1/25/2018 7:30,9126.99,90.46,TRADE
NSW1,1/25/2018 8:00,9354.23,93.02,TRADE
NSW1,1/25/2018 8:30,9496.35,80,TRADE
NSW1,1/25/2018 9:00,9586.57,83.95,TRADE
NSW1,1/25/2018 9:30,9624.8,88.31,TRADE
NSW1,1/25/2018 10:00,9703.43,93.9,TRADE
NSW1,1/25/2018 10:30,9786.53,89.58,TRADE
NSW1,1/25/2018 11:00,9876.45,88.84,TRADE
NSW1,1/25/2018 11:30,10026.52,102.98,TRADE
NSW1,1/25/2018 12:00,10281.26,102.41,TRADE
NSW1,1/25/2018 12:30,10374.03,96.59,TRADE
NSW1,1/25/2018 13:00,10397.62,97.24,TRADE
NSW1,1/25/2018 13:30,10272.4,101.31,TRADE
NSW1,1/25/2018 14:00,10287.19,100.03,TRADE
NSW1,1/25/2018 14:30,10423.52,111.82,TRADE
NSW1,1/25/2018 15:00,10556.93,111.36,TRADE
NSW1,1/25/2018 15:30,10562.91,97.22,TRADE
NSW1,1/25/2018 16:00,10583.31,89.77,TRADE
NSW1,1/25/2018 16:30,10415.89,63.7,TRADE
NSW1,1/25/2018 17:00,10405.02,81.58,TRADE
NSW1,1/25/2018 17:30,10152.6,85.02,TRADE
NSW1,1/25/2018 18:00,10076.2,89.24,TRADE
NSW1,1/25/2018 18:30,9895.26,83.41,TRADE
NSW1,1/25/2018 19:00,9734.5,84.05,TRADE
NSW1,1/25/2018 19:30,9610.23,83.91,TRADE
NSW1,1/25/2018 20:00,9566.03,84.96,TRADE
NSW1,1/25/2018 20:30,9338.24,83.69,TRADE
NSW1,1/25/2018 21:00,9031.65,70.37,TRADE
NSW1,1/25/2018 21:30,8926.42,75.07,TRADE
NSW1,1/25/2018 22:00,8697.18,76.22,TRADE
NSW1,1/25/2018 22:30,8607.92,84.02,TRADE
NSW1,1/25/2018 23:00,8315.71,82.85,TRADE
NSW1,1/25/2018 23:30,8066.68,83.98,TRADE
NSW1,1/26/2018 0:00,7776.33,71.33,TRADE
NSW1,1/26/2018 0:30,7590.09,68.64,TRADE
NSW1,1/26/2018 1:00,7362.77,65.2,TRADE
NSW1,1/26/2018 1:30,7014.59,63.93,TRADE
NSW1,1/26/2018 2:00,6772.97,56,TRADE
NSW1,1/26/2018 2:30,6643.58,63.63,TRADE
NSW1,1/26/2018 3:00,6551.16,56.59,TRADE
NSW1,1/26/2018 3:30,6480.52,55.49,TRADE
NSW1,1/26/2018 4:00,6468.23,56.09,TRADE
NSW1,1/26/2018 4:30,6578.58,57.68,TRADE
NSW1,1/26/2018 5:00,6633.75,57.77,TRADE
NSW1,1/26/2018 5:30,6774.41,57.85,TRADE
NSW1,1/26/2018 6:00,6891.32,56.03,TRADE
NSW1,1/26/2018 6:30,7107.5,58.44,TRADE
NSW1,1/26/2018 7:00,7339.4,65.45,TRADE
NSW1,1/26/2018 7:30,7612.51,59.84,TRADE
NSW1,1/26/2018 8:00,7854.11,60.42,TRADE
NSW1,1/26/2018 8:30,8092.51,62.28,TRADE
NSW1,1/26/2018 9:00,8363.87,67.32,TRADE
NSW1,1/26/2018 9:30,8495.91,70.1,TRADE
NSW1,1/26/2018 10:00,8646.32,74.91,TRADE
NSW1,1/26/2018 10:30,8707.77,78.02,TRADE
NSW1,1/26/2018 11:00,8775.43,74.49,TRADE
NSW1,1/26/2018 11:30,8875.05,67.99,TRADE
NSW1,1/26/2018 12:00,9036.23,76.45,TRADE
NSW1,1/26/2018 12:30,9109.58,82.57,TRADE
NSW1,1/26/2018 13:00,9209.45,91.52,TRADE
NSW1,1/26/2018 13:30,9352.17,93.29,TRADE
NSW1,1/26/2018 14:00,9521.1,103.14,TRADE
NSW1,1/26/2018 14:30,9689.78,103.25,TRADE
NSW1,1/26/2018 15:00,9849.58,98.26,TRADE
NSW1,1/26/2018 15:30,9888.58,99.06,TRADE
NSW1,1/26/2018 16:00,9993.97,101.08,TRADE
NSW1,1/26/2018 16:30,9892.04,92.59,TRADE
NSW1,1/26/2018 17:00,9824.33,92.48,TRADE
NSW1,1/26/2018 17:30,9583.61,85.5,TRADE
NSW1,1/26/2018 18:00,9498.09,94.3,TRADE
NSW1,1/26/2018 18:30,9384.94,96.62,TRADE
NSW1,1/26/2018 19:00,9284.71,87.29,TRADE
NSW1,1/26/2018 19:30,9222.07,91.15,TRADE
NSW1,1/26/2018 20:00,9230.96,89.06,TRADE
NSW1,1/26/2018 20:30,9087.49,80.79,TRADE
NSW1,1/26/2018 21:00,8929.65,80.07,TRADE
NSW1,1/26/2018 21:30,8857.06,84.34,TRADE
NSW1,1/26/2018 22:00,8631.18,81.22,TRADE
NSW1,1/26/2018 22:30,8495.45,93.97,TRADE
NSW1,1/26/2018 23:00,8303.84,89.97,TRADE
NSW1,1/26/2018 23:30,8038.87,75.72,TRADE
NSW1,1/27/2018 0:00,7835.02,78.98,TRADE
NSW1,1/27/2018 0:30,7589.08,67.6,TRADE
NSW1,1/27/2018 1:00,7359.32,68.24,TRADE
NSW1,1/27/2018 1:30,7042.62,59.03,TRADE
NSW1,1/27/2018 2:00,6787.33,58.24,TRADE
NSW1,1/27/2018 2:30,6691.05,58.44,TRADE
NSW1,1/27/2018 3:00,6627.21,60.13,TRADE
NSW1,1/27/2018 3:30,6565.61,64.33,TRADE
NSW1,1/27/2018 4:00,6539.61,58.21,TRADE
NSW1,1/27/2018 4:30,6602.34,64.04,TRADE
NSW1,1/27/2018 5:00,6634.64,58.74,TRADE
NSW1,1/27/2018 5:30,6802.27,60.63,TRADE
NSW1,1/27/2018 6:00,6897.24,59.11,TRADE
NSW1,1/27/2018 6:30,7200.22,63.86,TRADE
NSW1,1/27/2018 7:00,7433.79,65.72,TRADE
NSW1,1/27/2018 7:30,7781.96,57.23,TRADE
NSW1,1/27/2018 8:00,8179.25,59.76,TRADE
NSW1,1/27/2018 8:30,8421.71,65.31,TRADE
NSW1,1/27/2018 9:00,8574.54,75.26,TRADE
NSW1,1/27/2018 9:30,8885.19,105.54,TRADE
NSW1,1/27/2018 10:00,9050.23,105.55,TRADE
NSW1,1/27/2018 10:30,9179.81,104.34,TRADE
NSW1,1/27/2018 11:00,9347.34,103.42,TRADE
NSW1,1/27/2018 11:30,9505.58,107.46,TRADE
NSW1,1/27/2018 12:00,9641.34,121.42,TRADE
NSW1,1/27/2018 12:30,9748.67,114.17,TRADE
NSW1,1/27/2018 13:00,9798.03,122.34,TRADE
NSW1,1/27/2018 13:30,9929.31,138.92,TRADE
NSW1,1/27/2018 14:00,9998.82,136.99,TRADE
NSW1,1/27/2018 14:30,10140.2,109.09,TRADE
NSW1,1/27/2018 15:00,10294.49,107.46,TRADE
NSW1,1/27/2018 15:30,10292.9,110.15,TRADE
NSW1,1/27/2018 16:00,10388.62,127.2,TRADE
NSW1,1/27/2018 16:30,10345.07,137.26,TRADE
NSW1,1/27/2018 17:00,10338.91,123.83,TRADE
NSW1,1/27/2018 17:30,10136.96,119.33,TRADE
NSW1,1/27/2018 18:00,9912.51,101.42,TRADE
NSW1,1/27/2018 18:30,9708.3,93.17,TRADE
NSW1,1/27/2018 19:00,9583.23,95.21,TRADE
NSW1,1/27/2018 19:30,9616.94,91.56,TRADE
NSW1,1/27/2018 20:00,9497.9,86.6,TRADE
NSW1,1/27/2018 20:30,9345.79,83.57,TRADE
NSW1,1/27/2018 21:00,9116.59,65.9,TRADE
NSW1,1/27/2018 21:30,8958.55,58.62,TRADE
NSW1,1/27/2018 22:00,8728.83,58.18,TRADE
NSW1,1/27/2018 22:30,8593.37,74.4,TRADE
NSW1,1/27/2018 23:00,8305.12,65.63,TRADE
NSW1,1/27/2018 23:30,7996.62,69.98,TRADE
NSW1,1/28/2018 0:00,7832.44,63.14,TRADE
NSW1,1/28/2018 0:30,7564.27,56.35,TRADE
NSW1,1/28/2018 1:00,7408.02,61.59,TRADE
NSW1,1/28/2018 1:30,7107.76,60.27,TRADE
NSW1,1/28/2018 2:00,6901.08,66.11,TRADE
NSW1,1/28/2018 2:30,6803.3,58.13,TRADE
NSW1,1/28/2018 3:00,6672.96,58.69,TRADE
NSW1,1/28/2018 3:30,6630.6,59.34,TRADE
NSW1,1/28/2018 4:00,6629.47,60.01,TRADE
NSW1,1/28/2018 4:30,6669.6,62.17,TRADE
NSW1,1/28/2018 5:00,6680.45,57.68,TRADE
NSW1,1/28/2018 5:30,6753.42,57.66,TRADE
NSW1,1/28/2018 6:00,6784.07,57.03,TRADE
NSW1,1/28/2018 6:30,6933.6,57.7,TRADE
NSW1,1/28/2018 7:00,7225.5,62.04,TRADE
NSW1,1/28/2018 7:30,7511.88,55.15,TRADE
NSW1,1/28/2018 8:00,7773.76,55.17,TRADE
NSW1,1/28/2018 8:30,8037.7,55.47,TRADE
NSW1,1/28/2018 9:00,8208.87,69.38,TRADE
NSW1,1/28/2018 9:30,8438.23,73.8,TRADE
NSW1,1/28/2018 10:00,8558.92,69.95,TRADE
NSW1,1/28/2018 10:30,8686.77,68.85,TRADE
NSW1,1/28/2018 11:00,8838.68,75.09,TRADE
NSW1,1/28/2018 11:30,8889.88,76.38,TRADE
NSW1,1/28/2018 12:00,8981.24,75.14,TRADE
NSW1,1/28/2018 12:30,9164.17,121.31,TRADE
NSW1,1/28/2018 13:00,9242.78,124.9,TRADE
NSW1,1/28/2018 13:30,9389.05,173.32,TRADE
NSW1,1/28/2018 14:00,9481.17,97.56,TRADE
NSW1,1/28/2018 14:30,9566.59,80.7,TRADE
NSW1,1/28/2018 15:00,9698.6,96.26,TRADE
NSW1,1/28/2018 15:30,9717.69,74.6,TRADE
NSW1,1/28/2018 16:00,9821.79,128.32,TRADE
NSW1,1/28/2018 16:30,9904.19,98.6,TRADE
NSW1,1/28/2018 17:00,9973.81,112.94,TRADE
NSW1,1/28/2018 17:30,9952.69,111.35,TRADE
NSW1,1/28/2018 18:00,9892.37,98.48,TRADE
NSW1,1/28/2018 18:30,9675.35,118.7,TRADE
NSW1,1/28/2018 19:00,9488.72,107.53,TRADE
NSW1,1/28/2018 19:30,9329.46,104.17,TRADE
NSW1,1/28/2018 20:00,9306.18,96.48,TRADE
NSW1,1/28/2018 20:30,9177.38,91.29,TRADE
NSW1,1/28/2018 21:00,8964.12,75.6,TRADE
NSW1,1/28/2018 21:30,8776.22,76.5,TRADE
NSW1,1/28/2018 22:00,8457.55,75.87,TRADE
NSW1,1/28/2018 22:30,8252.34,85.94,TRADE
NSW1,1/28/2018 23:00,7903.36,76.86,TRADE
NSW1,1/28/2018 23:30,7572.64,65.95,TRADE
NSW1,1/29/2018 0:00,7423.36,58.03,TRADE
NSW1,1/29/2018 0:30,7265.01,64.59,TRADE
NSW1,1/29/2018 1:00,7088.96,66.85,TRADE
NSW1,1/29/2018 1:30,6827.54,71.23,TRADE
NSW1,1/29/2018 2:00,6687.84,69.93,TRADE
NSW1,1/29/2018 2:30,6626.95,70.6,TRADE
NSW1,1/29/2018 3:00,6586.32,66.58,TRADE
NSW1,1/29/2018 3:30,6595.89,68.91,TRADE
NSW1,1/29/2018 4:00,6635.67,69,TRADE
NSW1,1/29/2018 4:30,6868.01,77.52,TRADE
NSW1,1/29/2018 5:00,7063.15,83.67,TRADE
NSW1,1/29/2018 5:30,7566.45,91.61,TRADE
NSW1,1/29/2018 6:00,8026.43,83.66,TRADE
NSW1,1/29/2018 6:30,8431.75,71.08,TRADE
NSW1,1/29/2018 7:00,8871.47,95.59,TRADE
NSW1,1/29/2018 7:30,9238.71,100.66,TRADE
NSW1,1/29/2018 8:00,9489.71,121.39,TRADE
NSW1,1/29/2018 8:30,9732.55,115.43,TRADE
NSW1,1/29/2018 9:00,9773.66,106.03,TRADE
NSW1,1/29/2018 9:30,9885.47,97.87,TRADE
NSW1,1/29/2018 10:00,9966.74,97.46,TRADE
NSW1,1/29/2018 10:30,10006.61,97.06,TRADE
NSW1,1/29/2018 11:00,10058.85,112.63,TRADE
NSW1,1/29/2018 11:30,10175.19,106.06,TRADE
NSW1,1/29/2018 12:00,10335.99,108.6,TRADE
NSW1,1/29/2018 12:30,10465.11,105.84,TRADE
NSW1,1/29/2018 13:00,10602.92,113.36,TRADE
NSW1,1/29/2018 13:30,10705.75,110.04,TRADE
NSW1,1/29/2018 14:00,10875.12,101.29,TRADE
NSW1,1/29/2018 14:30,10970.89,95.79,TRADE
NSW1,1/29/2018 15:00,11175.03,97.97,TRADE
NSW1,1/29/2018 15:30,11316.93,100.5,TRADE
NSW1,1/29/2018 16:00,11485.18,100.42,TRADE
NSW1,1/29/2018 16:30,11496.53,98.55,TRADE
NSW1,1/29/2018 17:00,11527.25,102.97,TRADE
NSW1,1/29/2018 17:30,11295.77,95.31,TRADE
NSW1,1/29/2018 18:00,11157.39,94.18,TRADE
NSW1,1/29/2018 18:30,10744.16,96.35,TRADE
NSW1,1/29/2018 19:00,10434.37,100.59,TRADE
NSW1,1/29/2018 19:30,10193.38,102.75,TRADE
NSW1,1/29/2018 20:00,10061.34,94.51,TRADE
NSW1,1/29/2018 20:30,9771.73,88.02,TRADE
NSW1,1/29/2018 21:00,9497.83,65.77,TRADE
NSW1,1/29/2018 21:30,9177.89,63.34,TRADE
NSW1,1/29/2018 22:00,8939.31,69.68,TRADE
NSW1,1/29/2018 22:30,8696.66,66.25,TRADE
NSW1,1/29/2018 23:00,8478.53,65.37,TRADE
NSW1,1/29/2018 23:30,8137.89,64.8,TRADE
NSW1,1/30/2018 0:00,7921.02,57.48,TRADE
NSW1,1/30/2018 0:30,7683.31,58.53,TRADE
NSW1,1/30/2018 1:00,7458.81,59.51,TRADE
NSW1,1/30/2018 1:30,7139.55,61.63,TRADE
NSW1,1/30/2018 2:00,6917.92,56.44,TRADE
NSW1,1/30/2018 2:30,6780.16,62.17,TRADE
NSW1,1/30/2018 3:00,6753.41,62.19,TRADE
NSW1,1/30/2018 3:30,6778.22,63.85,TRADE
NSW1,1/30/2018 4:00,6797.28,60.01,TRADE
NSW1,1/30/2018 4:30,6983.03,60.14,TRADE
NSW1,1/30/2018 5:00,7180.79,62.67,TRADE
NSW1,1/30/2018 5:30,7631.94,62.15,TRADE
NSW1,1/30/2018 6:00,8079.11,78.68,TRADE
NSW1,1/30/2018 6:30,8484.46,82.41,TRADE
NSW1,1/30/2018 7:00,8837.47,93.82,TRADE
NSW1,1/30/2018 7:30,9128.66,87.36,TRADE
NSW1,1/30/2018 8:00,9222.36,87.63,TRADE
NSW1,1/30/2018 8:30,9371.19,90.42,TRADE
NSW1,1/30/2018 9:00,9555.57,102.29,TRADE
NSW1,1/30/2018 9:30,9681.65,93.3,TRADE
NSW1,1/30/2018 10:00,9836.76,86.27,TRADE
NSW1,1/30/2018 10:30,9978.01,93.42,TRADE
NSW1,1/30/2018 11:00,10065.95,91.79,TRADE
NSW1,1/30/2018 11:30,10142.73,85.67,TRADE
NSW1,1/30/2018 12:00,10333.17,91.4,TRADE
NSW1,1/30/2018 12:30,10495.4,99.92,TRADE
NSW1,1/30/2018 13:00,10663.05,103.34,TRADE
NSW1,1/30/2018 13:30,10893.83,100.92,TRADE
NSW1,1/30/2018 14:00,11066.38,99.66,TRADE
NSW1,1/30/2018 14:30,11250.31,110.86,TRADE
NSW1,1/30/2018 15:00,11529.25,129.09,TRADE
NSW1,1/30/2018 15:30,11711.01,146.54,TRADE
NSW1,1/30/2018 16:00,11810.61,163.93,TRADE
NSW1,1/30/2018 16:30,11869.42,146.84,TRADE
NSW1,1/30/2018 17:00,11708.59,119.76,TRADE
NSW1,1/30/2018 17:30,11373.28,95.55,TRADE
NSW1,1/30/2018 18:00,11223.65,86.27,TRADE
NSW1,1/30/2018 18:30,10933.14,80.96,TRADE
NSW1,1/30/2018 19:00,10591.4,103.19,TRADE
NSW1,1/30/2018 19:30,10442.4,116.5,TRADE
NSW1,1/30/2018 20:00,10187.17,109.13,TRADE
NSW1,1/30/2018 20:30,9855.65,96.92,TRADE
NSW1,1/30/2018 21:00,9413.95,82.2,TRADE
NSW1,1/30/2018 21:30,9069.77,76.46,TRADE
NSW1,1/30/2018 22:00,8639.96,64.14,TRADE
NSW1,1/30/2018 22:30,8455.86,76.22,TRADE
NSW1,1/30/2018 23:00,8128.73,64.22,TRADE
NSW1,1/30/2018 23:30,7846.59,56.77,TRADE
NSW1,1/31/2018 0:00,7689.55,53.84,TRADE
NSW1,1/31/2018 0:30,7469.68,56.09,TRADE
NSW1,1/31/2018 1:00,7177.21,52.04,TRADE
NSW1,1/31/2018 1:30,6830.23,54.96,TRADE
NSW1,1/31/2018 2:00,6595.57,51.21,TRADE
NSW1,1/31/2018 2:30,6452.29,54.98,TRADE
NSW1,1/31/2018 3:00,6386.89,54.12,TRADE
NSW1,1/31/2018 3:30,6434.33,57.29,TRADE
NSW1,1/31/2018 4:00,6484.79,56.87,TRADE
NSW1,1/31/2018 4:30,6697.18,64.29,TRADE
NSW1,1/31/2018 5:00,6873.73,61.69,TRADE
NSW1,1/31/2018 5:30,7395.11,68.61,TRADE
NSW1,1/31/2018 6:00,7678.97,64.43,TRADE
NSW1,1/31/2018 6:30,8086.51,79.34,TRADE
NSW1,1/31/2018 7:00,8325.55,86.18,TRADE
NSW1,1/31/2018 7:30,8499.29,76.57,TRADE
NSW1,1/31/2018 8:00,8499,68.1,TRADE
NSW1,1/31/2018 8:30,8592.64,78.6,TRADE
NSW1,1/31/2018 9:00,8573.78,72.55,TRADE
NSW1,1/31/2018 9:30,8566.19,78.39,TRADE
NSW1,1/31/2018 10:00,8544.43,83.62,TRADE
NSW1,1/31/2018 10:30,8459.85,72.22,TRADE
NSW1,1/31/2018 11:00,8414.21,75.73,TRADE
NSW1,1/31/2018 11:30,8334.45,83.23,TRADE
NSW1,1/31/2018 12:00,8313.72,85.09,TRADE
NSW1,1/31/2018 12:30,8269.42,80.42,TRADE
NSW1,1/31/2018 13:00,8193.74,78.52,TRADE
NSW1,1/31/2018 13:30,8186.36,80.34,TRADE
NSW1,1/31/2018 14:00,8147.83,76.07,TRADE
NSW1,1/31/2018 14:30,8167.27,83.67,TRADE
NSW1,1/31/2018 15:00,8224.84,79.35,TRADE
NSW1,1/31/2018 15:30,8293.78,84.88,TRADE
NSW1,1/31/2018 16:00,8395.58,92.9,TRADE
NSW1,1/31/2018 16:30,8371.79,77.34,TRADE
NSW1,1/31/2018 17:00,8474.57,83.4,TRADE
NSW1,1/31/2018 17:30,8318.13,64.56,TRADE
NSW1,1/31/2018 18:00,8243.74,58.43,TRADE
NSW1,1/31/2018 18:30,8145.58,62.97,TRADE
NSW1,1/31/2018 19:00,8116.89,76.2,TRADE
NSW1,1/31/2018 19:30,8075.67,63.6,TRADE
NSW1,1/31/2018 20:00,8030.71,71.23,TRADE
NSW1,1/31/2018 20:30,7888.72,70.98,TRADE
NSW1,1/31/2018 21:00,7655.29,64.12,TRADE
NSW1,1/31/2018 21:30,7555.24,63.12,TRADE
NSW1,1/31/2018 22:00,7352.8,56.73,TRADE
NSW1,1/31/2018 22:30,7370.29,60.88,TRADE
NSW1,1/31/2018 23:00,7227.34,58.69,TRADE
NSW1,1/31/2018 23:30,7055.73,60.24,TRADE
NSW1,2/1/2018 0:00,6966.93,64.09,TRADE
